sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
29,8,2024-06-25 00:00:00 UTC,8.6,11,98.9
29,9,2024-06-25 00:00:00 UTC,7.4,9.3,81.2
29,10,2024-06-25 00:00:00 UTC,6.6,6.38,54.6
29,11,2024-06-25 00:00:00 UTC,6.1,3.83,32.4
29,12,2024-06-25 00:00:00 UTC,5.9,2.7,22.7
31,0,2024-07-02 00:00:00 UTC,23.5,8.46,103.1
31,1,2024-07-02 00:00:00 UTC,23.1,8.49,102.7
31,2,2024-07-02 00:00:00 UTC,22.9,8.5,102.4
31,3,2024-07-02 00:00:00 UTC,22.7,8.45,101.6
31,4,2024-07-02 00:00:00 UTC,22.5,8.32,99.5
31,5,2024-07-02 00:00:00 UTC,17.6,11.17,121.3
31,6,2024-07-02 00:00:00 UTC,13.3,11.72,115.9
31,7,2024-07-02 00:00:00 UTC,11,11.52,108.2
31,8,2024-07-02 00:00:00 UTC,8.9,10.86,97.1
31,9,2024-07-02 00:00:00 UTC,7.2,9.55,81.9
31,10,2024-07-02 00:00:00 UTC,6.5,4.9,41.2
31,11,2024-07-02 00:00:00 UTC,6.3,3.91,32.6
31,12,2024-07-02 00:00:00 UTC,5.9,1.42,11.8
32,0,2024-07-03 00:00:00 UTC,23.3,8.76,106.1
32,1,2024-07-03 00:00:00 UTC,23.4,8.74,106.5
32,2,2024-07-03 00:00:00 UTC,23.5,8.7,106.1
32,3,2024-07-03 00:00:00 UTC,23,8.65,104.5
32,4,2024-07-03 00:00:00 UTC,22.3,8.84,105.5
32,5,2024-07-03 00:00:00 UTC,18.2,11.18,122.8
32,6,2024-07-03 00:00:00 UTC,15.6,11.35,118.3
32,7,2024-07-03 00:00:00 UTC,10.9,11.22,105.3
32,8,2024-07-03 00:00:00 UTC,8.8,9.98,89
32,9,2024-07-03 00:00:00 UTC,6.9,6.49,55.2
32,10,2024-07-03 00:00:00 UTC,6.2,4.24,35.5
32,11,2024-07-03 00:00:00 UTC,5.9,2.97,24.7
32,12,2024-07-03 00:00:00 UTC,5.9,0.86,7.2
33,0,2024-07-09 00:00:00 UTC,26.5,8.22,107.1
33,1,2024-07-09 00:00:00 UTC,26.5,8.23,107.1
33,2,2024-07-09 00:00:00 UTC,26.2,8.3,107.6
33,3,2024-07-09 00:00:00 UTC,24.8,8.85,111.5
33,4,2024-07-09 00:00:00 UTC,22.7,9.32,113.1
33,5,2024-07-09 00:00:00 UTC,17.4,11.08,121
33,6,2024-07-09 00:00:00 UTC,14,11.73,118.9
33,7,2024-07-09 00:00:00 UTC,12,11.45,111.1
33,8,2024-07-09 00:00:00 UTC,9.9,10.11,93.3
33,9,2024-07-09 00:00:00 UTC,8.2,8.3,73.5
33,10,2024-07-09 00:00:00 UTC,7,4.72,40.7
33,11,2024-07-09 00:00:00 UTC,6.3,3.26,27.6
33,12,2024-07-09 00:00:00 UTC,6.1,0.95,8
34,0,2024-07-17 00:00:00 UTC,26.8,8.16,107.2
34,1,2024-07-17 00:00:00 UTC,26.8,8.17,107.3
34,2,2024-07-17 00:00:00 UTC,26.7,8.14,106.8
34,3,2024-07-17 00:00:00 UTC,26.6,8.03,105.1
34,4,2024-07-17 00:00:00 UTC,23.6,9.95,123.3
34,5,2024-07-17 00:00:00 UTC,18.6,11.43,128.3
34,6,2024-07-17 00:00:00 UTC,15.1,11.98,124.5
34,7,2024-07-17 00:00:00 UTC,11.6,11.11,107.3
34,8,2024-07-17 00:00:00 UTC,9.4,9.64,88.3
34,9,2024-07-17 00:00:00 UTC,7.9,7.31,64.6
34,10,2024-07-17 00:00:00 UTC,6.7,4.03,34.6
34,11,2024-07-17 00:00:00 UTC,6.2,1.5,12.7
34,12,2024-07-17 00:00:00 UTC,6,0.37,3.1
35,0,2024-07-23 00:00:00 UTC,24.2,8.53,106.1
35,1,2024-07-23 00:00:00 UTC,25,8.44,106.7
35,2,2024-07-23 00:00:00 UTC,23.3,8.35,106
35,3,2024-07-23 00:00:00 UTC,25.4,8.18,104
35,4,2024-07-23 00:00:00 UTC,24.5,9.2,114.9
35,5,2024-07-23 00:00:00 UTC,20.3,10.89,125.8
35,6,2024-07-23 00:00:00 UTC,16.6,11.39,124.8
35,7,2024-07-23 00:00:00 UTC,13.3,11.18,111.3
35,8,2024-07-23 00:00:00 UTC,10.9,10.19,106.2
35,9,2024-07-23 00:00:00 UTC,9,9.91,71.4
35,10,2024-07-23 00:00:00 UTC,7.7,4.54,39.6
35,11,2024-07-23 00:00:00 UTC,6.9,2.38,20.4
35,12,2024-07-23 00:00:00 UTC,6.3,0.49,4.1
36,0,2024-07-31 00:00:00 UTC,25.7,8.34,107.1
36,1,2024-07-31 00:00:00 UTC,25.6,8.39,107.5
36,2,2024-07-31 00:00:00 UTC,25.4,8.39,107.2
36,3,2024-07-31 00:00:00 UTC,25.3,8.39,107.1
36,4,2024-07-31 00:00:00 UTC,24.5,8.01,100.6
36,5,2024-07-31 00:00:00 UTC,19.7,11.45,131.1
36,6,2024-07-31 00:00:00 UTC,15.9,11.01,116.6
36,7,2024-07-31 00:00:00 UTC,12.4,10.93,107
36,8,2024-07-31 00:00:00 UTC,9.7,9.29,85.6
36,9,2024-07-31 00:00:00 UTC,8,6.52,576
36,10,2024-07-31 00:00:00 UTC,7,3.52,30.4
36,11,2024-07-31 00:00:00 UTC,6.5,0.9,7.7
36,12,2024-07-31 00:00:00 UTC,6.2,0.34,2.9
39,0,2024-08-05 00:00:00 UTC,27,8.25,108.3
39,1,2024-08-05 00:00:00 UTC,26.5,8.35,108.5
39,2,2024-08-05 00:00:00 UTC,26.1,8.48,109.4
39,3,2024-08-05 00:00:00 UTC,26,8.3,106.8
39,4,2024-08-05 00:00:00 UTC,24.7,7.83,98.4
39,5,2024-08-05 00:00:00 UTC,20,11.66,133.9
39,6,2024-08-05 00:00:00 UTC,15.7,10.84,113.8
39,7,2024-08-05 00:00:00 UTC,12.6,10.62,104.3
39,8,2024-08-05 00:00:00 UTC,10.1,8.87,82.1
39,9,2024-08-05 00:00:00 UTC,8.2,7.16,63.3
39,10,2024-08-05 00:00:00 UTC,7.2,4.39,37.9
39,11,2024-08-05 00:00:00 UTC,6.5,0.63,5.3
39,12,2024-08-05 00:00:00 UTC,6.3,0.34,2.9
40,0,2024-08-13 00:00:00 UTC,23.2,8.25,100.8
40,1,2024-08-13 00:00:00 UTC,23,8.38,102
40,2,2024-08-13 00:00:00 UTC,23,8.35,101.6
40,3,2024-08-13 00:00:00 UTC,22.9,8.3,101
40,4,2024-08-13 00:00:00 UTC,22.9,8.25,100.2
40,5,2024-08-13 00:00:00 UTC,21.5,9.42,111.5
40,6,2024-08-13 00:00:00 UTC,16.5,10.36,110.3
40,7,2024-08-13 00:00:00 UTC,13.5,9.77,97.6
40,8,2024-08-13 00:00:00 UTC,10.3,8.42,78.4
40,9,2024-08-13 00:00:00 UTC,8.4,6.45,57.4
40,10,2024-08-13 00:00:00 UTC,7.1,3.13,27
40,11,2024-08-13 00:00:00 UTC,6.5,0.58,4.4
40,12,2024-08-13 00:00:00 UTC,6.2,0.3,2.5
41,0,2024-08-21 00:00:00 UTC,22.1,8.59,102.9
41,1,2024-08-21 00:00:00 UTC,22.3,8.54,102.7
41,2,2024-08-21 00:00:00 UTC,22.3,8.5,102.2
41,3,2024-08-21 00:00:00 UTC,22.2,8.46,101.4
41,4,2024-08-21 00:00:00 UTC,22.1,8.32,99.6
41,5,2024-08-21 00:00:00 UTC,20.5,10.01,116.2
41,6,2024-08-21 00:00:00 UTC,17.1,9.74,105.3
41,7,2024-08-21 00:00:00 UTC,12.9,9.19,90.9
41,8,2024-08-21 00:00:00 UTC,10.5,8.48,79.4
41,9,2024-08-21 00:00:00 UTC,8.5,5.38,48
41,10,2024-08-21 00:00:00 UTC,7.2,1.69,14.6
41,11,2024-08-21 00:00:00 UTC,6.7,0.38,3.2
41,12,2024-08-21 00:00:00 UTC,6.3,0.27,2.3
42,0,2024-08-28 00:00:00 UTC,24.1,8.71,108.5
42,1,2024-08-28 00:00:00 UTC,23.7,8.87,109.6
42,2,2024-08-28 00:00:00 UTC,23.4,9.22,113.3
42,3,2024-08-28 00:00:00 UTC,23,9.58,117
42,4,2024-08-28 00:00:00 UTC,22.3,9.55,114.9
42,5,2024-08-28 00:00:00 UTC,20.5,9.27,107.7
42,6,2024-08-28 00:00:00 UTC,17,9.77,105.8
42,7,2024-08-28 00:00:00 UTC,14.2,9.38,95.7
42,8,2024-08-28 00:00:00 UTC,11,8.14,77.2
42,9,2024-08-28 00:00:00 UTC,8.7,5.5,49.4
42,10,2024-08-28 00:00:00 UTC,7.7,3.02,26.4
42,11,2024-08-28 00:00:00 UTC,6.7,0.66,5.7
42,12,2024-08-28 00:00:00 UTC,6.4,0.32,2.7
43,0,2024-09-04 00:00:00 UTC,21.3,9.19,106.7
43,1,2024-09-04 00:00:00 UTC,21.5,9.06,105.7
43,2,2024-09-04 00:00:00 UTC,21.5,9.08,105.8
43,3,2024-09-04 00:00:00 UTC,21.5,9.05,105.5
43,4,2024-09-04 00:00:00 UTC,21.5,9.02,105
43,5,2024-09-04 00:00:00 UTC,19.9,9.4,106.2
43,6,2024-09-04 00:00:00 UTC,16.6,9.31,98.2
43,7,2024-09-04 00:00:00 UTC,13.8,9,89.3
43,8,2024-09-04 00:00:00 UTC,10.2,7.36,67.3
43,9,2024-09-04 00:00:00 UTC,8.1,3.28,28.6
43,10,2024-09-04 00:00:00 UTC,7,0.34,2.9
43,11,2024-09-04 00:00:00 UTC,6.7,0.29,2.4
43,12,2024-09-04 00:00:00 UTC,6.5,0.27,2.3
44,0,2024-09-11 00:00:00 UTC,20.6,9.12,105.3
44,1,2024-09-11 00:00:00 UTC,20.1,9.08,103.7
44,2,2024-09-11 00:00:00 UTC,19.9,9.12,103.8
44,3,2024-09-11 00:00:00 UTC,19.8,9.08,103.3
44,4,2024-09-11 00:00:00 UTC,19.8,9.06,102.9
44,5,2024-09-11 00:00:00 UTC,19.7,8.92,101.2
44,6,2024-09-11 00:00:00 UTC,17.8,9.43,102.9
44,7,2024-09-11 00:00:00 UTC,13.8,8.25,82.8
44,8,2024-09-11 00:00:00 UTC,11.6,7.47,71.2
44,9,2024-09-11 00:00:00 UTC,9.8,5.61,51.3
44,10,2024-09-11 00:00:00 UTC,8,2.34,20.5
44,11,2024-09-11 00:00:00 UTC,7.3,0.46,3.9
44,12,2024-09-11 00:00:00 UTC,6.7,0.33,2.8
45,0,2024-09-18 00:00:00 UTC,21,9.38,109.5
45,1,2024-09-18 00:00:00 UTC,21,9.44,110.3
45,2,2024-09-18 00:00:00 UTC,20.4,10.08,117.5
45,3,2024-09-18 00:00:00 UTC,20.8,10.31,120
45,4,2024-09-18 00:00:00 UTC,20.5,10.03,116
45,5,2024-09-18 00:00:00 UTC,14.8,9.1,103.7
45,6,2024-09-18 00:00:00 UTC,17.1,9.14,48.6
45,7,2024-09-18 00:00:00 UTC,13.1,8.05,81.1
45,8,2024-09-18 00:00:00 UTC,11.8,7.29,70.1
45,9,2024-09-18 00:00:00 UTC,9.5,4.83,44
45,10,2024-09-18 00:00:00 UTC,7.8,1.11,9.7
45,11,2024-09-18 00:00:00 UTC,6.4,0.32,2.7
45,12,2024-09-18 00:00:00 UTC,6.5,0.27,2.3
46,0,2024-09-25 00:00:00 UTC,19.1,9.14,102.4
46,1,2024-09-25 00:00:00 UTC,19.4,1.07,102.2
46,2,2024-09-25 00:00:00 UTC,19.4,9.06,102.2
46,3,2024-09-25 00:00:00 UTC,19.3,8.96,100.9
46,4,2024-09-25 00:00:00 UTC,19.4,8.96,101
46,5,2024-09-25 00:00:00 UTC,19.2,8.89,99.9
46,6,2024-09-25 00:00:00 UTC,17.4,8.77,95
46,7,2024-09-25 00:00:00 UTC,13.9,7.86,78.9
46,8,2024-09-25 00:00:00 UTC,11,6.66,62.6
46,9,2024-09-25 00:00:00 UTC,8,3.37,30.3
46,10,2024-09-25 00:00:00 UTC,7.6,1.24,10.8
46,11,2024-09-25 00:00:00 UTC,6.9,0.3,2.6
46,12,2024-09-25 00:00:00 UTC,6.5,0.26,2.2
47,0,2024-10-02 00:00:00 UTC,18.2,9.08,100.6
47,1,2024-10-02 00:00:00 UTC,18.6,8.96,100.1
47,2,2024-10-02 00:00:00 UTC,18.6,8.88,99.2
47,3,2024-10-02 00:00:00 UTC,18.6,8.94,99.8
47,4,2024-10-02 00:00:00 UTC,18.5,8.9,99.2
47,5,2024-10-02 00:00:00 UTC,18.4,8.75,97.4
47,6,2024-10-02 00:00:00 UTC,17.3,7.79,84.7
47,7,2024-10-02 00:00:00 UTC,14.5,6.99,71.6
47,8,2024-10-02 00:00:00 UTC,11.5,5.31,50.9
47,9,2024-10-02 00:00:00 UTC,8.9,3.13,28.2
47,10,2024-10-02 00:00:00 UTC,8,0.62,5.5
47,11,2024-10-02 00:00:00 UTC,7.3,0.32,2.8
47,12,2024-10-02 00:00:00 UTC,6.9,0.27,2.3
48,0,2024-10-09 00:00:00 UTC,17,8.94,97
48,1,2024-10-09 00:00:00 UTC,17.2,8.9,96.9
48,2,2024-10-09 00:00:00 UTC,17.2,8.89,96.9
48,3,2024-10-09 00:00:00 UTC,17.3,8.87,96.8
48,4,2024-10-09 00:00:00 UTC,17.3,8.86,96.8
48,5,2024-10-09 00:00:00 UTC,17.3,8.83,96.5
48,6,2024-10-09 00:00:00 UTC,17.2,8.26,90
48,7,2024-10-09 00:00:00 UTC,14.1,6.8,69.3
48,8,2024-10-09 00:00:00 UTC,11.5,5.85,56.3
48,9,2024-10-09 00:00:00 UTC,9.5,3.45,31.7
48,10,2024-10-09 00:00:00 UTC,8,0.38,3.3
48,11,2024-10-09 00:00:00 UTC,7.2,0.29,2.5
48,12,2024-10-09 00:00:00 UTC,6.7,0.25,2.2
49,0,2024-10-16 00:00:00 UTC,14.2,8.67,88.3
49,1,2024-10-16 00:00:00 UTC,14.1,8.67,88.1
49,2,2024-10-16 00:00:00 UTC,14,8.67,87.9
49,3,2024-10-16 00:00:00 UTC,14,8.68,87.9
49,4,2024-10-16 00:00:00 UTC,13.9,8.67,87.7
49,5,2024-10-16 00:00:00 UTC,13.9,8.66,87.7
49,6,2024-10-16 00:00:00 UTC,13.9,8.64,87.4
49,7,2024-10-16 00:00:00 UTC,13.9,8.59,86.8
49,8,2024-10-16 00:00:00 UTC,11,4.81,45.5
49,9,2024-10-16 00:00:00 UTC,9.1,2.47,22.4
49,10,2024-10-16 00:00:00 UTC,8,0.38,3.4
49,11,2024-10-16 00:00:00 UTC,7.2,0.29,2.5
49,12,2024-10-16 00:00:00 UTC,6.9,0.27,2.3
50,0,2024-10-23 00:00:00 UTC,15,9.04,93.5
50,1,2024-10-23 00:00:00 UTC,14.8,9.1,93.6
50,2,2024-10-23 00:00:00 UTC,14.6,9.13,93.6
50,3,2024-10-23 00:00:00 UTC,14.5,9.15,93.6
50,4,2024-10-23 00:00:00 UTC,14,8.97,90.8
50,5,2024-10-23 00:00:00 UTC,13.7,8.98,90.1
50,6,2024-10-23 00:00:00 UTC,13.5,8.86,88.7
50,7,2024-10-23 00:00:00 UTC,13.2,8.43,83.8
50,8,2024-10-23 00:00:00 UTC,12.2,6.29,61.2
50,9,2024-10-23 00:00:00 UTC,10.2,3.18,29.5
50,10,2024-10-23 00:00:00 UTC,8.2,0.38,3.3
50,11,2024-10-23 00:00:00 UTC,7.4,0.31,2.7
50,12,2024-10-23 00:00:00 UTC,7,0.28,2.4
51,0,2024-10-30 00:00:00 UTC,13.5,9.15,90.7
51,1,2024-10-30 00:00:00 UTC,12.8,9.28,90.7
51,2,2024-10-30 00:00:00 UTC,12.7,9.3,90.7
51,3,2024-10-30 00:00:00 UTC,12.5,9.33,90.6
51,4,2024-10-30 00:00:00 UTC,12.5,9.31,90.3
51,5,2024-10-30 00:00:00 UTC,12.4,9.3,90.2
51,6,2024-10-30 00:00:00 UTC,12.4,9.28,89.8
51,7,2024-10-30 00:00:00 UTC,12.3,9.29,89.7
51,8,2024-10-30 00:00:00 UTC,12.2,8.89,85.7
51,9,2024-10-30 00:00:00 UTC,9.4,1.35,12.2
51,10,2024-10-30 00:00:00 UTC,8.3,0.32,2.8
51,11,2024-10-30 00:00:00 UTC,7.5,0.27,2.4
52,0,2024-11-06 00:00:00 UTC,15,8.82,91.5
52,1,2024-11-06 00:00:00 UTC,13.5,9.29,93.2
52,2,2024-11-06 00:00:00 UTC,12.9,9.44,93.5
52,3,2024-11-06 00:00:00 UTC,12.6,9.52,93.7
52,4,2024-11-06 00:00:00 UTC,12.4,9.61,94.1
52,5,2024-11-06 00:00:00 UTC,12.2,9.57,93.3
52,6,2024-11-06 00:00:00 UTC,11.9,9.5,92
52,7,2024-11-06 00:00:00 UTC,11.8,9.35,90.3
52,8,2024-11-06 00:00:00 UTC,11.7,9.11,87.8
52,9,2024-11-06 00:00:00 UTC,10.3,2.67,24.9
52,10,2024-11-06 00:00:00 UTC,8.7,0.46,4.2
52,11,2024-11-06 00:00:00 UTC,7.6,0.39,3.4
52,12,2024-11-06 00:00:00 UTC,6.7,0.26,2.2
53,0,2024-11-13 00:00:00 UTC,10.2,8.71,79.7
53,1,2024-11-13 00:00:00 UTC,10.3,8.63,79.1
53,2,2024-11-13 00:00:00 UTC,10.2,8.62,78.9
53,3,2024-11-13 00:00:00 UTC,10.2,8.64,79.1
53,4,2024-11-13 00:00:00 UTC,10.2,8.68,79.4
53,5,2024-11-13 00:00:00 UTC,10.2,8.62,78.8
53,6,2024-11-13 00:00:00 UTC,10.1,8.6,78.5
53,7,2024-11-13 00:00:00 UTC,10.1,8.33,76
53,8,2024-11-13 00:00:00 UTC,10.1,8.23,75
53,9,2024-11-13 00:00:00 UTC,9.9,6.92,62.8
53,10,2024-11-13 00:00:00 UTC,8.9,0.57,5
53,11,2024-11-13 00:00:00 UTC,7.6,0.33,2.8
53,12,2024-11-13 00:00:00 UTC,7.2,0.29,2.5
54,0,2024-11-20 00:00:00 UTC,10.3,8.73,81.9
54,1,2024-11-20 00:00:00 UTC,9.3,8.8,80.7
54,2,2024-11-20 00:00:00 UTC,9.1,8.83,80.6
54,3,2024-11-20 00:00:00 UTC,9,8.84,80.5
54,4,2024-11-20 00:00:00 UTC,8.9,8.83,80.2
54,5,2024-11-20 00:00:00 UTC,8.8,8.79,79.7
54,6,2024-11-20 00:00:00 UTC,8.8,8.78,79.5
54,7,2024-11-20 00:00:00 UTC,8.8,8.77,79.4
54,8,2024-11-20 00:00:00 UTC,8.8,8.71,78.9
54,9,2024-11-20 00:00:00 UTC,8.7,8.6,77.8
54,10,2024-11-20 00:00:00 UTC,8.7,8.22,74.3
54,11,2024-11-20 00:00:00 UTC,8.4,5.55,49.8
55,0,2024-11-25 00:00:00 UTC,9.4,8.23,75.1
55,1,2024-11-25 00:00:00 UTC,8.7,8.16,73.1
55,2,2024-11-25 00:00:00 UTC,8.2,8.14,72.2
55,3,2024-11-25 00:00:00 UTC,7.9,8.15,71.8
55,4,2024-11-25 00:00:00 UTC,7.7,8.18,71.7
55,5,2024-11-25 00:00:00 UTC,7.5,8.21,71.6
55,6,2024-11-25 00:00:00 UTC,7.4,8.21,71.5
55,7,2024-11-25 00:00:00 UTC,7.4,8.21,71.4
55,8,2024-11-25 00:00:00 UTC,7.4,8.18,71.1
55,9,2024-11-25 00:00:00 UTC,7.4,8.17,71
55,10,2024-11-25 00:00:00 UTC,7.3,8.16,70.9
55,11,2024-11-25 00:00:00 UTC,7.3,8.14,70.7
56,0,2024-12-04 00:00:00 UTC,6.2,8.52,71.6
56,1,2024-12-04 00:00:00 UTC,5.6,8.42,69.7
56,2,2024-12-04 00:00:00 UTC,5.4,8.44,69.5
56,3,2024-12-04 00:00:00 UTC,5.3,8.46,69.4
56,4,2024-12-04 00:00:00 UTC,5.2,8.46,69.3
56,5,2024-12-04 00:00:00 UTC,5.2,8.45,69.1
56,6,2024-12-04 00:00:00 UTC,5.1,8.44,69
56,7,2024-12-04 00:00:00 UTC,5.1,8.44,68.9
56,8,2024-12-04 00:00:00 UTC,5.1,8.44,68.9
56,9,2024-12-04 00:00:00 UTC,5.1,8.42,68.7
56,10,2024-12-04 00:00:00 UTC,5,8.41,68.5
56,11,2024-12-04 00:00:00 UTC,5,8.4,68.4
56,12,2024-12-04 00:00:00 UTC,5,8.21,66.9
57,0,2024-12-11 00:00:00 UTC,6.7,9.17,79.9
57,1,2024-12-11 00:00:00 UTC,5.8,9.22,78
57,2,2024-12-11 00:00:00 UTC,5.3,9.34,78
57,3,2024-12-11 00:00:00 UTC,5,9.41,78.1
57,4,2024-12-11 00:00:00 UTC,4.9,9.45,78.2
57,5,2024-12-11 00:00:00 UTC,4.6,9.55,78.4
57,6,2024-12-11 00:00:00 UTC,4.5,9.56,78.3
57,7,2024-12-11 00:00:00 UTC,4.4,9.59,78.3
57,8,2024-12-11 00:00:00 UTC,4.4,9.59,78.2
57,9,2024-12-11 00:00:00 UTC,4.3,9.59,78.2
57,10,2024-12-11 00:00:00 UTC,4.3,9.59,78.2
57,11,2024-12-11 00:00:00 UTC,4.3,9.59,78
57,12,2024-12-11 00:00:00 UTC,4.3,8.52,69.3
58,0,2024-12-18 00:00:00 UTC,4,10.11,80
58,1,2024-12-18 00:00:00 UTC,4,10.11,80.1
58,2,2024-12-18 00:00:00 UTC,3.9,10.09,79.7
58,3,2024-12-18 00:00:00 UTC,3.9,10.04,79.2
58,4,2024-12-18 00:00:00 UTC,3.9,10.03,79
58,5,2024-12-18 00:00:00 UTC,3.8,10.05,79
58,6,2024-12-18 00:00:00 UTC,3.8,9.94,78.2
58,7,2024-12-18 00:00:00 UTC,3.8,9.88,77.8
58,8,2024-12-18 00:00:00 UTC,3.8,9.87,77.7
58,9,2024-12-18 00:00:00 UTC,3.8,9.92,78.1
58,10,2024-12-18 00:00:00 UTC,3.8,9.92,78.1
58,11,2024-12-18 00:00:00 UTC,3.8,9.89,77.8
58,12,2024-12-18 00:00:00 UTC,3.8,9.3,73.3
